0,theta,r
ADAM15,1.65566,41.9054
ADAM17,6.16909,40.6333
ADAM19,6.28169,44.4797
ADAM21,6.19767,40.9413
ADAM22,2.97442,46.2585
ADAM23,4.12645,48.2959
ADAM28,6.18724,46.7442
ADAM30,6.25149,42.6063
ADAM32,0.0496168,41.4331
ADAM33,0.368046,38.9318
ADARB1,3.81455,41.8155
ADARB2,2.62646,45.4122
ADCY10,1.28148,57.9716
ADGRA2,5.60542,46.7837
ADGRB1,2.52061,45.4382
ADGRB2,4.98238,47.1693
ADGRB3,0.413972,44.7569
ADGRD1,0.378913,48.0509
ADGRE2,0.505632,42.4256
ADGRE5,0.285661,39.6531
ADGRF4,5.75174,48.4297
ADGRF5,4.89895,45.4723
ADGRG3,0.505954,43.6579
ADGRG5,0.144362,38.612
ADGRG7,2.01013,45.8806
ADGRL1,0.186925,41.3493
ADGRL2,0.358737,46.5815
ADGRL3,0.0947199,43.9736
ADGRV1,6.09781,41.2383
ADIPOQ,0.529049,39.6617
ADORA1,1.19704,44.0355
ADORA3,0.910273,43.2326
ADRA1A,1.21035,45.0633
ADRA1B,1.20816,43.6048
ADRA2A,1.57386,43.6656
ADRA2B,1.19765,47.7455
ADRA2C,5.09196,43.1511
ADSSL1,2.40564,58.133
AFG3L2,1.37817,40.5377
AGPAT1,0.892741,44.8222
AGPAT2,0.292912,44.8352
AGPAT3,0.248644,40.534
AGPAT4,0.445483,40.7276
AGPAT5,0.911117,42.5988
AGTRAP,0.751519,37.3453
AHCTF1,2.72115,43.0148
AHCYL1,2.62299,37.451
AHCYL2,4.433,39.6242
AHNAK2,0.633642,40.4874
AHSA2P,5.74596,48.037
AKAIN1,5.68447,47.983
AKAP10,5.67761,43.5825
AKAP11,5.68608,41.0169
AKAP12,2.63265,41.4973
AKAP13,1.41446,41.5502
AKAP14,5.70775,42.1714
AKAP8L,5.09012,39.6359
AKNAD1,4.64772,46.0427
AKR1A1,2.23887,41.6351
AKR1B1,2.2504,40.2797
AKR1C1,4.33812,45.304
AKR1C2,2.21992,43.0941
AKR1C3,4.33831,43.9747
AKR1C4,6.24849,45.3639
AKR1D1,4.33254,44.088
AKR7A2,3.4516,41.0462
AKR7A3,5.48829,43.7564
AKT1S1,3.04769,42.0682
ALG10B,0.521699,45.4759
ALKBH2,3.25348,43.276
ALKBH3,4.77734,43.0563
ALKBH4,4.73536,43.6775
ALKBH5,3.16554,58.1171
ALKBH7,5.06392,45.5559
ALKBH8,3.96278,45.5892
ALOX12,5.10662,46.4393
ALOX15,2.1268,47.1245
ALOXE3,5.28673,41.6662
ALS2CL,1.40012,43.8749
ALYREF,3.46103,40.6283
AMBRA1,1.76271,41.1631
AMDHD1,3.28775,46.7483
AMDHD2,2.23852,45.8681
AMIGO1,0.432814,39.6569
AMIGO2,0.400193,45.7524
AMIGO3,0.0754666,42.6803
AMOTL1,5.65328,41.8285
AMOTL2,5.02144,38.5289
ANAPC1,4.55259,40.3203
ANAPC2,4.55331,39.9883
ANAPC4,4.54883,40.6495
ANAPC5,4.55404,40.4616
ANAPC7,4.55162,40.9005
ANGEL1,0.197896,43.1649
ANGEL2,3.71795,43.3295
ANGPT1,2.5019,45.889
ANGPT2,4.07281,44.2298
ANGPT4,1.57347,48.8972
ANKFY1,2.62546,42.0304
ANKHD1,4.86109,40.6031
ANKIB1,4.10668,48.6549
ANKLE2,1.21888,40.9869
ANKMY1,4.82539,48.4586
ANKMY2,1.99408,40.9832
ANKRA2,5.27346,44.726
ANKRD1,4.55893,43.3973
ANKRD2,4.33311,45.6149
ANKRD6,1.46001,45.5494
ANKRD7,3.03402,48.6616
ANKRD9,2.55349,46.9475
ANKS1A,5.19216,38.0678
ANKS1B,1.55781,43.9391
ANKS4B,4.52353,58.382
ANKZF1,1.34945,44.0044
ANP32A,4.27538,40.7185
ANP32B,2.49247,41.2404
ANP32E,1.89918,42.0969
ANTXR1,6.09993,39.4507
ANTXR2,0.956211,45.2024
ANXA10,2.65565,47.0308
ANXA11,2.16202,40.2454
ANXA13,2.67758,43.8288
APCDD1,1.13286,44.6221
APOPT1,3.08635,58.1882
APPBP2,5.93534,36.9649
AQP12B,0.444056,46.2722
ARFIP1,2.05095,39.3903
ARFIP2,0.747678,38.9614
ARFRP1,1.94611,48.2432
ARGLU1,3.94984,43.3771
ARID1A,4.24117,41.8368
ARID1B,4.21527,42.0638
ARID3A,4.2399,40.8536
ARID3B,4.34695,44.6157
ARID3C,4.50238,45.6728
ARID4A,4.40387,43.3605
ARID4B,4.41617,41.0428
ARID5A,4.90712,37.933
ARID5B,2.96357,42.8532
ARL13A,1.28338,46.3519
ARL13B,0.61367,37.2705
ARL17A,0.798848,46.6321
ARL2BP,2.6804,45.4672
ARMC10,1.00376,44.1891
ARMC12,0.7037,43.9279
ARMCX1,5.24128,44.8271
ARMCX2,4.85478,49.55
ARMCX3,1.00444,40.5746
ARMCX4,0.289337,58.1142
ARMCX5,5.6511,46.2653
ARNTL2,4.41135,41.7831
ARPC1A,2.53774,41.0607
ARPC1B,2.49253,39.6813
ARPC5L,2.46349,40.4776
ARPP19,2.54406,44.9036
ARRDC1,5.92827,40.344
ARRDC2,5.6568,46.2317
ARRDC3,5.78835,39.4372
ARRDC4,3.50955,48.7086
ASAH2B,4.03465,48.4551
ASNSD1,0.973233,45.8943
ASPHD2,0.00456841,41.1135
ASPRV1,2.09622,43.5195
ASRGL1,3.00456,44.8589
ATAD3A,1.31046,41.0819
ATAD3B,1.34366,42.5218
ATAD3C,6.07503,45.354
ATF7IP,4.11104,41.8276
ATG101,4.45551,45.2529
ATP10B,1.86235,58.8704
ATP11A,5.39591,47.8536
ATP11B,4.73519,46.3855
ATP11C,0.310733,40.537
ATP12A,0.897757,39.5115
ATP1A1,1.34692,38.8286
ATP1A2,1.3189,43.2379
ATP1A3,0.0986018,41.2841
ATP1A4,1.20978,43.1339
ATP1B1,1.3735,39.3237
ATP1B2,1.2718,45.3354
ATP1B3,0.191595,38.0783
ATP1B4,0.0723335,39.8651
ATP2A1,0.0168424,42.7558
ATP2A2,1.14731,39.038
ATP2A3,0.267256,39.9288
ATP2B1,1.14526,40.6987
ATP2B2,0.193494,37.713
ATP2B3,0.102004,41.1342
ATP2B4,0.0749984,39.5646
ATP2C1,1.00677,43.1479
ATP5MD,1.46008,47.232
ATP5ME,1.32083,42.1776
ATP5MF,1.28125,41.3231
ATP5MG,1.31514,40.0843
ATP5PB,1.274,38.4787
ATP5PD,1.2793,41.4082
ATP5PF,0.688155,40.2314
ATP5PO,1.29274,39.1663
ATP8A1,0.289914,46.4685
ATP8A2,5.47154,58.0552
ATP8B1,0.145809,58.7716
ATP8B2,0.152281,42.6137
ATPAF1,1.93579,43.7152
ATPAF2,5.0706,38.8213
ATRAID,1.36164,45.1418
ATRNL1,1.11167,58.1538
ATXN10,1.93335,41.0651
ATXN1L,4.81401,40.5563
ATXN2L,3.6647,41.8411
ATXN3L,4.07217,48.503
AVPR1A,1.66399,47.0706
AVPR1B,1.66704,47.2339
AXDND1,3.7739,48.4313
B3GAT1,0.410784,58.4331
B3GAT3,0.053679,41.5171
B3GLCT,6.08139,42.0768
B3GNT2,6.22379,40.9407
B3GNT3,6.23568,41.2526
B3GNT4,0.596572,58.3033
B3GNT5,4.09561,58.0184
B3GNT7,0.350307,46.1854
B4GAT1,0.140641,40.0442
BABAM1,4.23141,42.1621
BABAM2,5.88386,43.3147
BAHCC1,4.42123,44.0466
BAIAP2,3.47152,40.1065
BAIAP3,2.52061,57.9436
BARHL1,3.53947,46.9892
BARHL2,4.57828,47.3732
BCAP29,1.37886,42.8232
BCAP31,1.37979,40.0629
BCKDHA,1.96817,44.0147
BCKDHB,5.94341,43.22
BCL11A,4.30101,42.302
BCL11B,4.38753,46.0514
BCL2A1,1.32107,42.8066
BCL2L1,1.15012,37.8696
BCL2L2,0.677459,39.3142
BCLAF1,4.14411,39.9056
BCORL1,4.12038,43.3447
BDKRB1,1.20379,45.0495
BDKRB2,1.66572,42.6188
BEGAIN,5.23286,39.9654
BHLHA9,5.6619,42.5941
BHLHB9,5.18239,39.7047
BICDL1,3.01975,48.8134
BICDL2,4.42223,44.4787
BICRAL,4.80525,41.4214
BMPR1A,0.986173,36.313
BMPR1B,1.80643,38.4928
BMS1P1,5.30514,45.533
BNIP3L,0.660243,40.7958
BOD1L1,3.47442,41.3786
BOD1L2,5.77341,44.073
BOLA2B,5.56701,40.4474
BORCS5,5.00075,43.8538
BORCS6,4.74306,38.836
BORCS7,4.74116,46.1881
BORCS8,4.75333,43.7507
BPIFA1,4.86926,39.9099
BPIFA2,1.23202,43.3874
BPIFB1,1.22606,42.9561
BPIFB2,1.88537,46.7247
BPIFB3,4.83652,46.0711
BRI3BP,0.133048,42.7562
BRICD5,0.452727,40.4819
BRINP1,6.23409,47.5274
BRINP2,6.22244,44.3172
BRINP3,6.22417,42.1505
BRMS1L,4.44421,41.6996
BTBD10,3.52596,43.7669
BTBD16,5.68552,47.8606
BTBD18,4.5186,48.2685
BTF3L4,2.55331,41.6026
BTN1A1,5.74228,45.9265
BTN2A1,0.267119,40.1398
BTN2A2,0.457037,39.439
BTN3A1,0.374402,45.752
BTN3A2,0.0074539,43.9991
BTN3A3,6.2711,45.4674
C2CD2L,0.459791,40.1541
C4orf3,0.541855,39.5115
C9orf3,5.96019,45.1521
CAB39L,2.1597,44.2719
CABIN1,4.45035,42.9389
CACFD1,0.726632,43.0773
CACHD1,6.279,43.8796
CACNB1,5.63109,43.0179
CACNB2,1.74802,42.7713
CACNB3,1.41868,41.8445
CACNB4,6.17091,43.0735
CACNG1,0.528523,43.4856
CACNG2,1.43485,42.2494
CACNG3,1.08056,46.8992
CACNG4,0.0475626,42.1702
CACNG5,4.2873,40.4992
CACNG7,0.667764,48.4142
CACTIN,4.09,42.4435
CACUL1,2.96833,58.0042
CACYBP,2.52609,40.7916
CADPS2,1.16573,46.5697
CALCRL,1.07476,44.1438
CALHM4,2.04374,42.6995
CALHM5,3.95908,48.245
CALHM6,0.729005,45.8063
CALML3,2.47212,36.8323
CALML5,2.04135,40.8061
CAMK1D,1.08456,40.5096
CAMK1G,4.41825,43.8855
CAMK2A,1.60848,36.7335
CAMK2B,5.98663,38.488
CAMK2D,2.03453,38.0548
CAMK2G,2.03691,38.6466
CAMKK1,4.0055,38.1425
CAMKK2,1.77006,40.9412
CAMKMT,2.03614,43.5014
CAMTA2,2.5033,44.1363
CAPN11,3.82897,46.9388
CAPN13,3.79581,43.1959
CAPN15,0.341435,42.7407
CAPNS1,2.33819,40.0066
CAPNS2,5.76516,41.2677
CAPZA1,2.48267,39.2846
CAPZA2,2.47816,36.3014
CARD10,5.44906,38.1415
CARD11,1.55726,42.5995
CARD14,3.04288,44.3831
CARD16,1.79961,46.219
CARD17,1.80435,44.111
CARD18,1.77036,44.142
CARD19,1.33542,43.9293
CARTPT,4.89352,46.2766
CASP10,1.86825,42.2008
CASP12,1.79923,46.0157
CASP14,6.02825,44.1636
CAVIN1,0.987346,38.4106
CAVIN2,4.69218,43.4053
CAVIN3,0.987271,39.2518
CAVIN4,5.1764,46.1531
CC2D1A,0.329897,42.4781
CC2D1B,1.48133,43.6132
CC2D2A,6.05284,57.9901
CC2D2B,3.63686,58.0676
CCDC12,3.89865,39.9405
CCDC13,5.18741,39.9795
CCDC14,4.66975,40.248
CCDC15,3.99026,48.3548
CCDC17,5.09611,43.7043
CCDC18,4.66222,41.798
CCDC22,2.14477,38.8968
CCDC24,5.08987,41.0765
CCDC25,4.41643,44.0585
CCDC26,5.40434,44.7745
CCDC27,6.18006,44.2491
CCDC32,0.695695,45.7066
CCDC33,4.94121,37.3909
CCDC34,2.42304,45.5301
CCDC36,5.16555,39.1076
CCDC40,1.92327,41.8282
CCDC42,5.01565,45.809
CCDC43,5.88797,45.3996
CCDC47,1.36599,41.3365
CCDC50,2.44689,42.7778
CCDC51,2.41317,40.8047
CCDC57,5.04417,37.3012
CCDC58,2.27742,44.0678
CCDC59,3.66311,39.5781
CCDC60,3.67879,44.3869
CCDC61,4.66656,41.5348
CCDC65,3.20639,44.7116
CCDC68,2.68529,42.5606
CCDC69,4.39144,42.1814
CCDC70,0.651391,42.6326
CCDC71,4.31593,47.2906
CCDC77,4.67289,40.2757
CCDC78,5.06334,48.6279
CCDC80,1.81253,48.0404
CCDC82,2.09324,41.7894
CCDC83,2.17062,44.0372
CCDC84,3.88736,41.7708
CCDC86,3.48485,42.5193
CCDC87,5.0237,44.8094
CCDC89,4.64046,42.3699
CCDC91,5.70279,42.4745
CCDC92,2.91059,41.653
CCDC93,1.95873,40.9745
CCDC96,5.11119,46.372
CCDC97,3.87229,42.275
CCHCR1,5.01644,36.8862
CCL3L3,0.787093,43.6608
CCL4L2,0.554385,41.1544
CCNYL1,2.07252,40.8119
CCP110,4.71852,41.7347
CCSER1,4.62325,44.3112
CCSER2,4.61977,42.225
CD2BP2,3.88658,39.2597
CD300A,0.565641,45.5284
CD300C,0.482,44.2531
CD300E,0.214718,43.7222
CD3EAP,3.58077,42.478
CD40LG,1.25445,45.2426
CD99L2,0.917611,41.1825
CDC123,2.83376,44.6379
CDC14A,3.09092,42.4911
CDC14B,3.083,42.2615
CDC20B,5.3465,41.3881
CDC25A,3.08707,39.8101
CDC25B,3.08972,40.3351
CDC25C,3.10524,40.5324
CDCA7L,5.13285,39.1013
CDK11A,3.66769,40.7111
CDK11B,3.92684,40.7837
CDK5R1,2.35516,40.3509
CDK5R2,1.69051,46.2083
CDKAL1,0.97174,43.4499
CDKN1A,4.06033,36.3427
CDKN1B,3.17469,38.7838
CDKN1C,3.9561,41.8634
CDKN2A,3.59003,38.4074
CDKN2B,4.15165,41.6919
CDKN2C,4.57449,40.3691
CDKN2D,5.13698,39.7566
CDRT15,2.0116,44.0311
CELA2B,6.13375,42.0428
CELA3A,6.08634,42.6949
CELSR1,6.11051,42.5731
CELSR2,0.21335,41.4058
CELSR3,6.11513,42.981
CEMIP2,6.1292,43.568
CEP104,4.71989,44.3522
CEP120,4.68073,40.2136
CEP126,2.11157,38.8088
CEP128,2.11335,43.9232
CEP131,4.72739,38.4788
CEP135,4.66776,38.8338
CEP152,4.61618,38.7391
CEP162,2.45312,41.7667
CEP164,4.49579,41.4094
CEP170,4.52543,38.4673
CEP192,6.03823,41.447
CEP250,4.52465,41.0319
CEP290,4.66164,41.5454
CEP295,4.67979,42.2648
CEP350,4.6629,41.7108
CEP85L,4.3374,42.0141
CERCAM,6.08394,39.4898
CFAP20,3.86962,42.7566
CFAP36,1.94349,44.8345
CFAP43,2.64206,58.0634
CFAP44,4.23419,58.0787
CFAP45,2.6215,47.0039
CFAP47,1.52123,47.1264
CFAP52,2.71529,44.8994
CFAP53,5.2046,41.3721
CFAP58,5.31559,44.9366
CFAP65,5.55962,46.5115
CFAP74,3.0713,47.0915
CFAP77,4.73799,47.3967
CFAP97,2.50292,40.9978
CGGBP1,4.50794,41.3057
CGREF1,0.580244,48.7619
CGRRF1,0.323736,39.013
CHAF1A,4.39972,40.2078
CHAF1B,4.3515,41.8496
CHAMP1,4.46112,41.0773
CHCHD1,4.51775,47.0832
CHCHD2,4.96957,40.3092
CHCHD3,5.72796,39.0081
CHCHD4,1.45449,41.8032
CHCHD5,5.07407,47.2724
CHCHD6,1.17893,41.5569
CHCHD7,4.83657,47.7523
CHI3L1,2.11642,44.4081
CHI3L2,5.02572,48.47
CHMP1A,1.89255,40.153
CHMP1B,1.90898,41.8993
CHMP2A,1.9124,40.1982
CHMP2B,1.89001,40.7072
CHMP4A,2.26446,41.352
CHMP4B,1.95679,37.1589
CHMP4C,3.52158,42.3192
CHRAC1,2.26645,41.7465
CHRDL1,6.2088,43.8823
CHRDL2,5.36828,42.8256
CHRNA1,0.107739,44.5266
CHRNA3,0.116567,41.0321
CHRNA4,3.21016,45.6349
CHRNA5,6.26677,43.5173
CHRNA6,3.62049,58.0601
CHRNA7,0.1373,45.0214
CHRNA9,0.0651001,38.7328
CHRNB1,3.57334,46.0936
CHRNB2,6.26909,46.5557
CHRNB3,0.945172,45.532
CHRNB4,0.11366,45.897
CHST10,6.09961,42.2953
CHST11,0.823572,45.6119
CHST12,6.10932,41.2926
CHST13,0.403932,58.4362
CHST14,0.0813793,44.9348
CHST15,1.868,41.6088
CHTF18,3.22211,43.1481
CHURC1,2.50583,46.3693
CITED1,4.05407,44.9973
CITED2,4.03061,44.3465
CITED4,4.06914,49.2176
CKMT1A,3.25611,42.7306
CKMT1B,2.18516,41.7675
CLASP1,3.33724,41.9653
CLASP2,3.26172,41.1184
CLASRP,4.43558,41.0907
CLCNKA,5.12754,42.1743
CLDN10,0.639534,43.2217
CLDN11,0.506,43.8686
CLDN12,2.35104,46.1914
CLDN14,0.620605,45.4263
CLDN15,0.514156,48.3244
CLDN16,0.820825,46.3073
CLDN17,5.14355,50.0841
CLDN18,0.42745,45.1142
CLDN19,0.503335,39.7084
CLDN20,0.521558,44.7565
CLDN22,0.754945,43.9198
CLDN23,0.650617,48.0353
CLDND1,0.182737,41.5017
CLDND2,0.557914,41.7536
CLEC1A,0.519541,43.3387
CLEC1B,1.59681,45.8154
CLEC2A,0.440861,45.1994
CLEC2D,0.154185,37.9792
CLEC3A,3.64566,40.3534
CLEC3B,2.39948,42.7823
CLEC4A,1.15393,57.965
CLEC4C,0.748888,45.0385
CLEC4D,0.284388,45.846
CLEC4E,0.493792,44.6165
CLEC4G,0.677115,43.267
CLEC4M,5.0144,44.9373
CLEC5A,0.287312,41.9637
CLEC6A,0.284388,57.9225
CLEC7A,0.430966,39.9562
CLINT1,2.45508,39.5654
CLNS1A,2.8248,39.203
CLPSL1,6.15869,43.0938
CLPSL2,0.929308,48.4319
CLPTM1,0.12763,43.0964
CLSTN1,6.24488,41.4301
CLSTN3,0.387733,42.5292
CLTCL1,2.43408,39.6747
CLUAP1,4.72438,43.9884
CMKLR1,6.04036,57.8418
CNKSR1,1.78286,41.1684
CNKSR2,1.8572,44.1535
CNKSR3,5.20972,42.4437
CNOT10,3.11358,42.6079
CNOT11,3.11176,41.214
CNOT6L,3.10585,42.6394
CNPPD1,1.52088,45.3171
CNRIP1,5.67514,43.1619
CNTROB,3.12785,40.2103
COBLL1,2.53039,41.1672
COL1A1,5.90226,39.8873
COL1A2,6.19934,40.9992
COL2A1,6.03052,40.9642
COL3A1,5.90816,43.9919
COL4A1,6.17243,43.061
COL4A2,6.13241,40.6595
COL4A3,6.09917,44.902
COL4A4,6.13926,58.1165
COL4A5,0.503508,40.3435
COL4A6,6.18686,44.1873
COL5A1,6.13712,41.8421
COL5A2,2.28956,45.5851
COL6A1,6.0445,41.5987
COL6A2,6.10887,41.1321
COL6A3,6.13888,58.7281
COL7A1,6.15493,41.9379
COL8A1,5.37978,39.1503
COL8A2,6.13594,40.8115
COL9A1,6.04515,43.423
COL9A2,5.74915,44.3183
COMMD1,1.9573,40.1016
COMMD2,1.96542,41.3304
COMMD3,1.95666,40.7203
COMMD4,1.96275,40.3817
COMMD5,1.9602,42.9719
COMMD6,1.95691,41.5383
COMMD7,1.95852,43.1319
COMMD8,1.94317,40.3418
COMMD9,1.94212,42.3012
COMTD1,1.03606,39.3498
COPS7A,3.52547,39.1813
COPS7B,3.57503,39.9442
CORO1A,2.48353,40.8247
CORO1B,2.48842,39.6718
CORO1C,2.47847,36.6253
CORO2A,2.48068,41.4414
CORO2B,1.82428,44.8508
COX4I1,1.32297,39.7027
COX4I2,1.92936,58.1005
COX6A1,1.79632,58.8033
COX6B1,1.38397,40.928
COX6B2,4.76968,47.4772
COX7A2,2.40713,44.0219
CPPED1,2.44415,46.4333
CPSF4L,4.69951,44.1681
CRABP1,3.85976,44.7262
CRABP2,2.12602,43.5792
CRAMP1,4.31537,43.1496
CREBBP,4.04222,36.8031
CREBL2,4.07213,45.6367
CREBRF,5.59787,43.8369
CREBZF,4.23038,43.6407
CRELD1,0.162903,42.0021
CRELD2,6.15987,42.8046
CRIPAK,3.50856,49.3808
CRISP2,6.04226,44.4929
CRISP3,0.557588,47.8173
CRNKL1,3.87317,39.8641
CRTAC1,5.94405,41.6258
CRYAA2,5.85349,44.3404
CRYBA1,4.87042,41.7124
CRYBA2,4.91401,41.6512
CRYBA4,3.49915,42.8935
CRYBB1,5.84702,43.894
CRYBB2,3.03144,43.8547
CRYBB3,4.88538,45.1671
CRYBG1,2.07105,43.5347
CRYBG3,5.6384,44.412
CRYZL1,5.52609,42.623
CSF2RA,1.54496,42.7775
CSF2RB,1.54486,41.2717
CSN1S1,6.14285,41.7918
CSNK1D,3.19021,38.0101
CSNK1E,3.1567,36.6672
CSNK2B,4.1031,36.5523
CSRNP1,5.29556,43.8771
CSRNP2,3.58475,46.4318
CSTF2T,4.98796,40.3372
CT45A1,4.53979,41.7833
CT45A2,4.45137,45.1863
CT45A3,4.3948,44.1573
CT45A5,4.35359,45.3344
CTAG1A,4.97009,39.0932
CTAG1B,4.94549,39.0745
CTAGE1,0.0433478,47.8953
CTAGE6,0.0459916,47.7048
CTAGE8,0.0334258,48.1635
CTDSP1,5.97202,39.8432
CTDSP2,5.97199,40.8142
CTDSPL,3.98789,43.9753
CTNNA1,2.32099,40.0202
CTNNA2,1.42376,42.5098
CTNNA3,4.96002,38.7248
CTNNB1,1.6086,36.1051
CTNND1,1.60371,40.8112
CTNND2,1.65407,42.6163
CTSL3P,6.05398,58.1912
CUEDC1,1.39044,41.0047
CUEDC2,3.21275,42.7905
CX3CL1,0.755267,46.4982
CX3CR1,0.759841,45.7886
CXCL10,0.766339,45.0833
CXCL11,0.746117,45.17
CXCL12,6.20536,42.8514
CXCL13,0.781301,44.297
CXCL14,5.03583,45.6894
CXCL16,0.486654,39.7056
CYB561,0.527765,39.8211
CYB5D2,6.22618,41.9937
CYB5R1,0.145847,41.8521
CYB5R2,4.81239,42.5305
CYB5R3,0.558747,39.0396
CYBRD1,1.09995,39.399
CYFIP1,3.46973,40.8201
CYFIP2,3.47769,41.3994
CYP1A1,2.629,39.1518
CYP1A2,0.957209,44.7641
CYP1B1,2.61192,48.2811
CYP2A6,0.880416,46.4003
CYP2A7,1.13566,47.9942
CYP2B6,0.0770236,44.6156
CYP2C9,0.0715721,44.6591
CYP2E1,4.98241,46.3188
CYP2J2,0.252028,58.0317
CYP2S1,0.921303,40.2499
CYP2W1,2.9315,47.3296
CYP3A4,1.61432,46.3165
CYP3A5,1.80127,44.8964
CYP3A7,1.80127,57.9788
CYP4B1,2.7281,47.2223
CYP4F2,0.46759,40.7412
CYP4F8,2.74472,46.6578
CYP4V2,2.05222,46.7778
CYP4X1,2.85297,58.0357
CYP7B1,0.216645,46.6124
CYP8B1,1.11379,44.612
CYSRT1,5.39868,34.3053
CYSTM1,1.25579,43.0092
D2HGDH,1.93676,43.1903
DAB2IP,2.03008,41.5565
DALRD3,5.44671,43.2272
DAZAP1,2.23969,39.5907
DAZAP2,4.84197,37.3179
DBNDD2,3.1931,46.2286
DCAF10,2.8677,41.0719
DCAF11,3.48027,40.7693
DCAF12,3.50206,42.655
DCAF13,3.67561,41.4933
DCAF15,4.16728,42.2595
DCAF16,4.28181,42.4555
DCAF17,3.71041,46.001
DCANP1,5.32483,46.1508
DCBLD1,0.19517,45.697
DCBLD2,0.0150335,42.1428
DCDC2B,5.32154,42.2497
DCTPP1,2.94253,41.7653
DDIT4L,4.64193,37.2955
DDRGK1,1.16713,41.0751
DDX12P,2.95182,46.0422
DDX19A,2.69082,41.9851
DDX19B,2.12608,38.0317
DDX39A,5.97352,39.2097
DDX39B,1.94932,39.6151
DDX60L,0.278274,45.9216
DEFA1B,6.04526,43.6998
DEFB4A,1.06294,58.2158
DEFB4B,1.21856,45.2683
DENND3,4.44991,46.1635
DEPDC1,1.04984,42.2862
DEPDC5,5.75417,42.0635
DEPDC7,2.38421,45.219
DEPTOR,1.7296,43.5156
DGCR6L,4.99427,41.4972
DGLUCY,2.90685,50.5624
DHCR24,1.85001,42.1143
DHRS11,5.53396,48.1287
DHRS13,0.0745841,44.5789
DHRS7B,1.35483,44.2844
DHTKD1,2.1786,42.8793
DIABLO,2.0677,40.6428
DIAPH1,2.37462,40.3061
DIAPH2,3.96348,44.6019
DIAPH3,1.01438,42.0749
DICER1,3.41985,40.6671
DIRAS1,5.61508,43.0159
DIRAS2,2.28123,44.4661
DIRAS3,2.39103,43.3531
DIS3L2,2.89326,44.551
DIXDC1,2.43051,42.7436
DLGAP1,5.59946,41.7898
DLGAP2,5.99186,42.8391
DLGAP3,5.8709,43.911
DLGAP4,1.78767,40.3161
DLGAP5,5.95843,42.0668
DMRTB1,4.90454,41.3711
DNAAF2,1.42575,38.8508
DNAAF3,2.64587,58.1229
DNAAF4,4.67714,43.41
DNAAF5,2.01907,39.0721
DNAH14,3.15041,43.6626
DNAJA1,2.17837,38.8825
DNAJA2,2.86493,41.0193
DNAJA3,1.50985,39.7491
DNAJA4,2.30863,41.2948
DNAJB1,2.30788,40.2157
DNAJB2,0.975499,40.8084
DNAJB3,5.92691,50.291
DNAJB4,2.30538,40.5681
DNAJB5,2.30846,41.3857
DNAJB6,2.80586,42.17
DNAJB8,1.00883,43.9668
DNAJB9,6.2611,40.0147
DNAJC1,0.408351,41.3028
DNAJC2,2.07815,42.6314
DNAJC3,2.30018,42.4439
DNAJC4,5.84828,48.1233
DNAJC5,1.74642,43.6916
DNAJC6,1.88572,43.9958
DNAJC7,2.31996,38.7835
DNAJC8,2.0337,41.4129
DNAJC9,5.55605,41.0293
DNALI1,4.59552,45.3731
DNASE1,2.39063,48.7154
DNASE2,5.9603,44.7367
DNMT3A,4.45416,41.5464
DNMT3B,2.09911,41.7311
DNMT3L,4.45512,43.9075
DOCK10,4.76424,44.7363
DOCK11,1.87025,44.3329
DOLPP1,2.00512,44.1791
DONSON,5.60429,48.2464
DOPEY1,1.0899,47.7562
DOPEY2,0.992945,45.2163
DPAGT1,0.289337,44.5098
DPYSL2,2.30361,40.0358
DPYSL3,1.81651,41.8683
DPYSL4,1.81326,41.609
DPYSL5,1.81304,41.8784
DRICH1,3.19791,43.7647
DROSHA,2.88185,42.0096
DTNBP1,1.82954,38.0509
DUSP10,2.59257,42.4948
DUSP11,4.24759,42.141
DUSP12,2.40058,42.5652
DUSP13,5.17514,42.9331
DUSP14,2.05983,40.2188
DUSP15,2.89781,43.653
DUSP16,2.97137,40.7641
DUSP18,3.11169,48.9864
DUSP19,2.54483,42.1567
DUSP21,5.07842,41.123
DUSP22,1.42326,39.6268
DUSP23,2.08565,39.9759
DUSP26,5.56532,42.9836
DUSP28,0.941038,47.2086
DVL1P1,2.01046,45.382
DYNLL1,4.61597,37.0161
DYNLL2,4.77479,40.6704
DYNLT1,2.63284,40.4155
DYNLT3,2.62312,42.0523
DYRK1A,3.98162,39.852
DYRK1B,4.25627,39.9322
DZIP1L,5.18449,43.9306
ECHDC1,2.16845,45.3155
ECHDC2,1.91956,43.3268
EDDM3A,0.531091,58.1722
EDDM3B,0.519807,42.3171
EEF1A1,3.23398,35.6122
EEF1A2,2.66507,38.7151
EEF1B2,2.68819,40.239
EEF1E1,2.84402,40.0832
EEFSEC,3.46154,42.2103
EFCAB2,4.76045,44.5335
EFCAB3,5.24937,44.1382
EFCAB5,4.21373,47.044
EFCAB6,2.16402,46.864
EFCAB7,5.63287,44.1677
EFEMP1,5.48755,39.3191
EFEMP2,5.43858,37.8787
EFTUD2,3.85785,38.6017
EGFLAM,3.0876,47.113
EHHADH,5.83785,37.8258
EIF1AD,4.91555,40.8264
EIF1AX,3.28716,40.2321
EIF1AY,3.28659,45.0171
EIF2B1,2.07993,39.5133
EIF2B2,1.23019,39.1135
EIF2B3,1.01072,39.415
EIF2B4,1.02996,40.4205
EIF2B5,1.04093,40.1669
